OBJECTID,Street1,Street2,Intersect,Long,Lat
1790,QUEENS AVE,VANCOUVER ST,VANCOUVER ST & QUEENS AVE,-123.35532202962,48.4337430478685
1791,EMPRESS AVE,VANCOUVER ST,VANCOUVER ST & EMPRESS AVE,-123.35520079534,48.4346131161551
1792,HAULTAIN ST,VICTOR ST,VICTOR ST & HAULTAIN ST,-123.337350201277,48.4361248077449
1793,KINGS RD,VICTOR ST,VICTOR ST & KINGS RD,-123.337295530573,48.4380849961496
1794,RYAN ST,VICTOR ST,VICTOR ST & RYAN ST,-123.337238510464,48.4400458431255
1795,BAY ST,VICTOR ST,VICTOR ST & BAY ST,-123.337417743921,48.4341213342012
1796,PEMBROKE ST,VICTOR ST,VICTOR ST & PEMBROKE ST,-123.337097412264,48.4311752686354
1797,DENMAN ST,VICTOR ST,VICTOR ST & DENMAN ST,-123.337024873072,48.4326197421547
1798,BASTION SQ,VIEW ST,VIEW ST & BASTION SQ,-123.36766320289,48.4257044697097
1799,BROAD ST,VIEW ST,VIEW ST & BROAD ST,-123.366420046492,48.4255658311459
1800,DOUGLAS ST,VIEW ST,VIEW ST & DOUGLAS ST,-123.365138749607,48.4254229234385
1801,BLANSHARD ST,VIEW ST,VIEW ST & BLANSHARD ST,-123.362287868103,48.4251290577775
1802,QUADRA ST,VIEW ST,VIEW ST & QUADRA ST,-123.359503519107,48.4248245555532
1803,VANCOUVER ST,VIEW ST,VIEW ST & VANCOUVER ST,-123.356703592285,48.4245187094037
1804,COOK ST,VIEW ST,VIEW ST & COOK ST,-123.353842819636,48.4242060120495
1805,ORMOND ST,VIEW ST,VIEW ST & ORMOND ST,-123.349632837813,48.4237465468816
1806,RUTLEDGE ST,VILLANCE ST,VILLANCE ST & RUTLEDGE ST,-123.365152527261,48.4475689144495
1807,GLASGOW ST,VILLANCE ST,VILLANCE ST & GLASGOW ST,-123.363103458516,48.4483892106548
1808,MOSS ST,VIMY PL,VIMY PL & MOSS ST,-123.34939670492,48.4128892330139
1809,CHAMBERS ST,VINING ST,VINING ST & CHAMBERS ST,-123.349988856614,48.4298382925472
1810,FERNWOOD RD,VINING ST,VINING ST & FERNWOOD RD,-123.345204217996,48.4295551925266
1811,STANLEY AVE,VINING ST,VINING ST & STANLEY AVE,-123.342206377094,48.4294787180812
1812,BELMONT AVE,VINING ST,VINING ST & BELMONT AVE,-123.338984789361,48.4294122294845
1813,BEGBIE ST,VINING ST,VINING ST & BEGBIE ST,-123.336097946724,48.4293414797669
1814,ST ANDREWS ST,VIOLET LANE,VIOLET LANE & ST ANDREWS ST,-123.370333628849,48.4119770574646
1815,THETIS LANE,VIOLET LANE,VIOLET LANE & THETIS LANE,-123.369180228027,48.411420314886
1816,FIFTH ST,VISTA HTS,VISTA HTS & FIFTH ST,-123.358273622529,48.4411480770357
1817,GRAHAM ST,VISTA HTS,VISTA HTS & GRAHAM ST,-123.356930452485,48.4412991428838
1818,PRIOR ST,VISTA HTS,VISTA HTS & PRIOR ST,-123.355596353663,48.4414698745884
1819,BLACKWOOD ST,VISTA HTS,VISTA HTS & BLACKWOOD ST,-123.354261544099,48.4416384040732
1820,THE RISE,VISTA HTS,VISTA HTS & THE RISE,-123.35101721767,48.4420482616973
1821,COOK ST,VISTA HTS,VISTA HTS & COOK ST,-123.34967926916,48.4422200021455
1822,GROSVENOR RD,VISTA HTS,VISTA HTS & GROSVENOR RD,-123.347107469366,48.4423002533782
1823,JOHNSON ST,WADDINGTON ALLEY,WADDINGTON ALLEY & JOHNSON ST,-123.369421557234,48.4277199759031
1824,MCCASKILL ST,WALKER ST,WALKER ST & MCCASKILL ST,-123.392070876195,48.4358730930012
1825,CHAMBERS ST,WALNUT ST,WALNUT ST & CHAMBERS ST,-123.349421854617,48.433923647931
1826,CEDAR HILL RD,WALNUT ST,WALNUT ST & CEDAR HILL RD,-123.347883047175,48.4338315538243
1827,SPRING RD,WALNUT ST,WALNUT ST & SPRING RD,-123.347356864911,48.4337466481625
1828,FERNWOOD RD,WALNUT ST,WALNUT ST & FERNWOOD RD,-123.345017102075,48.433628496414
1829,OREGON AVE,WALNUT ST,WALNUT ST & OREGON AVE,-123.342981482878,48.4335590312507
1830,BELMONT AVE,WALNUT ST,WALNUT ST & BELMONT AVE,-123.339647539546,48.4334816979454
1831,MARKET ST,WARK ST,WARK ST & MARKET ST,-123.360868945825,48.4401084471207
1832,HILLSIDE AVE,WARK ST,WARK ST & HILLSIDE AVE,-123.360614022823,48.4392276895401
1833,KINGS RD,WARK ST,WARK ST & KINGS RD,-123.360032131478,48.4373200613049
1834,QUEENS AVE,WARK ST,WARK ST & QUEENS AVE,-123.359691605883,48.4339986678313
1835,BAY ST,WARK ST,WARK ST & BAY ST,-123.359490718786,48.4353745618586
1836,ST CHARLES ST,WARREN GDNS,WARREN GDNS & ST CHARLES ST,-123.337629925641,48.4171606275217
1837,RICHMOND AVE,WARREN GDNS,WARREN GDNS & RICHMOND AVE,-123.331911149661,48.4184936663003
1838,GORGE RD E,WASHINGTON AVE,WASHINGTON AVE & GORGE RD E,-123.381887969505,48.443079826868
1839,CECELIA RD,WASHINGTON AVE,WASHINGTON AVE & CECELIA RD,-123.380426870289,48.4455914338608
1840,BURNSIDE RD E,WASHINGTON AVE,WASHINGTON AVE & BURNSIDE RD E,-123.37963342079,48.4469551374486
1841,JACKLADDER LANE,WATERFRONT CRES,WATERFRONT CRES & JACKLADDER LANE,-123.379452734539,48.440265668828
1842,JUTLAND RD,WATERFRONT CRES,WATERFRONT CRES & JUTLAND RD,-123.378708845506,48.4400020857378
1843,DALLAS RD,WELLINGTON AVE,WELLINGTON AVE & DALLAS RD,-123.3533055151,48.4069485197196
1844,FAITHFUL ST,WELLINGTON AVE,WELLINGTON AVE & FAITHFUL ST,-123.352475900408,48.4097738075494
1845,MAY ST,WELLINGTON AVE,WELLINGTON AVE & MAY ST,-123.351900781318,48.4116295620303
1846,CAPITAL HTS,WESLEY PL,WESLEY PL & CAPITAL HTS,-123.349541565039,48.4362766689633
1847,HAULTAIN ST,WESLEY PL,WESLEY PL & HAULTAIN ST,-123.348080063033,48.4362526523687
1848,GOSWORTH RD,WESTALL AVE,WESTALL AVE & GOSWORTH RD,-123.342033971778,48.4435019033357
1849,DONCASTER DR,WESTALL AVE,WESTALL AVE & DONCASTER DR,-123.338834703445,48.4445520610837
1850,KINGS RD,WESTBOURNE PL,WESTBOURNE PL & KINGS RD,-123.364727615071,48.4366445089639
1851,BAY ST,WESTBOURNE PL,WESTBOURNE PL & BAY ST,-123.364153038171,48.4356293543757
1852,JOHNSON ST,WHARF ST,WHARF ST & JOHNSON ST,-123.371133130344,48.4281433836816
1853,JOHNSON ST,WHARF ST,WHARF ST & JOHNSON ST,-123.37002794689,48.4278371577691
1854,BASTION SQ,WHARF ST,WHARF ST & BASTION SQ,-123.369961021372,48.4259484695066
1855,FORT ST,WHARF ST,WHARF ST & FORT ST,-123.369791694082,48.4250737019035
1856,BROUGHTON ST,WHARF ST,WHARF ST & BROUGHTON ST,-123.369702715188,48.4243761761668
1857,PANDORA AVE,WHARF ST,WHARF ST & PANDORA AVE,-123.369605519328,48.4284851083466
1858,COURTNEY ST,WHARF ST,WHARF ST & COURTNEY ST,-123.36947397153,48.4236678255923
1859,GOVERNMENT ST,WHARF ST,WHARF ST & GOVERNMENT ST,-123.368389110058,48.4226801986015
1860,GOVERNMENT ST,WHARF ST,WHARF ST & GOVERNMENT ST,-123.368326990061,48.4229439949416
1861,FAIRFIELD RD,WILDWOOD AVE,WILDWOOD AVE & FAIRFIELD RD,-123.334041760596,48.4132603322304
1862,HOLLYWOOD CRES,WILDWOOD AVE,WILDWOOD AVE & HOLLYWOOD CRES,-123.333896761072,48.4088624209962
1863,ROSS ST,WILDWOOD AVE,WILDWOOD AVE & ROSS ST,-123.333902442903,48.4108430556123
1864,PINEWOOD AVE,WILDWOOD AVE,WILDWOOD AVE & PINEWOOD AVE,-123.333889627041,48.4116360399013
1865,LILLIAN RD,WILDWOOD AVE,WILDWOOD AVE & LILLIAN RD,-123.333872820796,48.4131979325944
1866,SPRINGFIELD ST,WILLIAM ST,WILLIAM ST & SPRINGFIELD ST,-123.387797272214,48.430568099557
1867,BRIGHTON AVE,WILMER ST,WILMER ST & BRIGHTON AVE,-123.327590559529,48.4241896226617
1868,MADDISON ST,WILMER ST,WILMER ST & MADDISON ST,-123.32742867106,48.4216042320926
1869,DOMINION RD,WILSON ST,WILSON ST & DOMINION RD,-123.394218615351,48.4329137402977
1870,HEREWARD RD,WILSON ST,WILSON ST & HEREWARD RD,-123.393724664106,48.4328682343128
1871,ROTHWELL ST,WILSON ST,WILSON ST & ROTHWELL ST,-123.393540848846,48.4328520349313
1872,WALKER ST,WILSON ST,WILSON ST & WALKER ST,-123.392755723362,48.4327498189
1873,DALTON ST,WILSON ST,WILSON ST & DALTON ST,-123.390996633433,48.432586590943
1874,WILLIAM ST,WILSON ST,WILSON ST & WILLIAM ST,-123.388890880309,48.4325359678364
1875,FRONT ST,WILSON ST,WILSON ST & FRONT ST,-123.387993151464,48.4325642158416
1876,RUSSELL ST,WILSON ST,WILSON ST & RUSSELL ST,-123.387180738098,48.432827010915
1877,MARY ST,WILSON ST,WILSON ST & MARY ST,-123.386004100779,48.4328794824328
1878,CATHERINE ST,WILSON ST,WILSON ST & CATHERINE ST,-123.384756806223,48.4328739587356
1879,ALSTON ST,WILSON ST,WILSON ST & ALSTON ST,-123.383292780193,48.4328674569991
1880,BAY ST,WILSON ST,WILSON ST & BAY ST,-123.382263264421,48.4328651535306
1881,TYEE RD,WILSON ST,WILSON ST & TYEE RD,-123.378597958896,48.4310288363248
1882,PENTRELEW PL,WILSPENCER PL,WILSPENCER PL & PENTRELEW PL,-123.348559833466,48.4224153001478
1883,MOSS ST,WILSPENCER PL,WILSPENCER PL & MOSS ST,-123.347079595817,48.4223618373199
1884,BOND ST,WINDERMERE PL,WINDERMERE PL & BOND ST,-123.347908313968,48.4119789525943
1885,MASTERS RD,WINDERMERE PL,WINDERMERE PL & MASTERS RD,-123.346219123132,48.413356036426
1886,COOK ST,WOODSTOCK AVE,WOODSTOCK AVE & COOK ST,-123.357670920959,48.4093833540303
1887,MARLBOROUGH ST,WOODSTOCK AVE,WOODSTOCK AVE & MARLBOROUGH ST,-123.356261743278,48.4092367075802
1888,CAMBRIDGE ST,WOODSTOCK AVE,WOODSTOCK AVE & CAMBRIDGE ST,-123.35514512037,48.4091204918666
1889,WHARF ST,YATES ST,YATES ST & WHARF ST,-123.370338616048,48.4269346224504
1890,WADDINGTON ALLEY,YATES ST,YATES ST & WADDINGTON ALLEY,-123.369620390884,48.4268511424399
1891,COMMERCIAL ALLEY,YATES ST,YATES ST & COMMERCIAL ALLEY,-123.369329942319,48.4268173813123
1892,LANGLEY ST,YATES ST,YATES ST & LANGLEY ST,-123.368241946609,48.4266909101989
1893,GOVERNMENT ST,YATES ST,YATES ST & GOVERNMENT ST,-123.367452899768,48.4265991823164
1894,BROAD ST,YATES ST,YATES ST & BROAD ST,-123.366213777018,48.4264655265839
1895,DOUGLAS ST,YATES ST,YATES ST & DOUGLAS ST,-123.364911593268,48.4263250549788
1896,MILLIE'S LANE,YATES ST,YATES ST & MILLIE'S LANE,-123.363049115228,48.4261091869845
1897,BLANSHARD ST,YATES ST,YATES ST & BLANSHARD ST,-123.362068603729,48.425995529236
1898,QUADRA ST,YATES ST,YATES ST & QUADRA ST,-123.359286140979,48.4256927940566
1899,VANCOUVER ST,YATES ST,YATES ST & VANCOUVER ST,-123.356489377536,48.4253880886899
1900,COOK ST,YATES ST,YATES ST & COOK ST,-123.3536123251,48.425069504744
1901,ORMOND ST,YATES ST,YATES ST & ORMOND ST,-123.349448962337,48.4246416691499
1902,CAMOSUN ST,YATES ST,YATES ST & CAMOSUN ST,-123.347458955162,48.4245812293537
1903,FERNWOOD RD,YATES ST,YATES ST & FERNWOOD RD,-123.345490322286,48.4245195260212
1904,FORT ST,YATES ST,YATES ST & FORT ST,-123.343823451372,48.4242069511304
1905,VILLANCE ST,YEW ST,YEW ST & VILLANCE ST,-123.364119523236,48.4482074896291
1906,REED ST,YEW ST,YEW ST & REED ST,-123.363887018129,48.4473909879739
1907,FINLAYSON ST,YEW ST,YEW ST & FINLAYSON ST,-123.363495718281,48.4459661653423
1908,TORONTO ST,YOUNG ST,YOUNG ST & TORONTO ST,-123.368280286713,48.4157238226567
1909,MICHIGAN ST,YOUNG ST,YOUNG ST & MICHIGAN ST,-123.368229617671,48.4172129177132
1910,CHAMBERS ST,YUKON ST,YUKON ST & CHAMBERS ST,-123.350130046579,48.4286772759572
1911,BALFOUR AVE,BALFOUR PL,BALFOUR AVE & BALFOUR PL,-123.385879795252,48.4440948261631
1912,AVEBURY AVE,BAY ST,AVEBURY AVE & BAY ST,-123.342324145502,48.4343691234801
1913,ASQUITH ST,BAY ST,ASQUITH ST & BAY ST,-123.340991816928,48.4342945511929
1914,ASHGROVE ST,BEGBIE ST,ASHGROVE ST & BEGBIE ST,-123.332599229569,48.4306615510509
1915,BAY ST,BELMONT AVE,BAY ST & BELMONT AVE,-123.339822206737,48.4342379863049
1916,BEGBIE ST,BELMONT AVE,BEGBIE ST & BELMONT AVE,-123.338696808539,48.4283949434888
1917,ALPHA ST,BETA ST,ALPHA ST & BETA ST,-123.376865129904,48.446618569243
1918,ARTHUR AVE,BLACKWOOD ST,ARTHUR AVE & BLACKWOOD ST,-123.354939939303,48.4439780038818
1919,BASIL AVE,BLACKWOOD ST,BASIL AVE & BLACKWOOD ST,-123.354039876153,48.4408738461374
1920,ACADEMY CLOSE,BLANSHARD ST,ACADEMY CLOSE & BLANSHARD ST,-123.365181370771,48.4191793089862
1921,BELLEVILLE ST,BLANSHARD ST,BELLEVILLE ST & BLANSHARD ST,-123.364492019636,48.4198516802424
1922,BAY ST,BLANSHARD ST,BAY ST & BLANSHARD ST,-123.362826463624,48.4355556190304
1923,AMPHION ST,BOURCHIER ST,AMPHION ST & BOURCHIER ST,-123.323715197954,48.4301825875094
1924,BERWICK ST,BOYD ST,BERWICK ST & BOYD ST,-123.378504454882,48.4143292526192
1925,BAY ST,BRIDGE ST,BAY ST & BRIDGE ST,-123.372601459457,48.4354142362439
1926,ARBUTUS WAY,BRIDGE WAY,ARBUTUS WAY & BRIDGE WAY,-123.363691881146,48.4140805853503
1927,BANK ST,BRIGHTON AVE,BANK ST & BRIGHTON AVE,-123.328936459987,48.4241904064125
1928,AMPHION ST,BRIGHTON AVE,AMPHION ST & BRIGHTON AVE,-123.323341898019,48.4241838205383
1929,AMPHION ST,BRIGHTON CRES,AMPHION ST & BRIGHTON CRES,-123.323341898019,48.4241838205383
1930,ARNOLD AVE,BROOKE ST,ARNOLD AVE & BROOKE ST,-123.341153815995,48.4144768822523
1931,BROAD ST,BROUGHTON ST,BROAD ST & BROUGHTON ST,-123.366659839256,48.424078756351
1932,BLANSHARD ST,BROUGHTON ST,BLANSHARD ST & BROUGHTON ST,-123.362701228264,48.423496620735
1933,BLANSHARD ST,BURDETT AVE,BLANSHARD ST & BURDETT AVE,-123.36308085299,48.4219687019945
1934,BALFOUR AVE,BURNSIDE RD E,BALFOUR AVE & BURNSIDE RD E,-123.382420711354,48.4483638950428
1935,ALPHA TERR,BURNSIDE RD E,ALPHA TERR & BURNSIDE RD E,-123.378844034266,48.4465740141388
1936,ALPHA ST,BURNSIDE RD E,ALPHA ST & BURNSIDE RD E,-123.377578006704,48.4459629508324
1937,BLANSHARD ST,CALEDONIA AVE,BLANSHARD ST & CALEDONIA AVE,-123.362035498364,48.431122263248
1938,BALMORAL RD,CAMOSUN ST,BALMORAL RD & CAMOSUN ST,-123.346936727555,48.4278350532562
1939,BURNSIDE RD E,CARROLL ST,BURNSIDE RD E & CARROLL ST,-123.381240282453,48.4477672997609
1940,BELLA ST,CATHERINE ST,BELLA ST & CATHERINE ST,-123.384781207699,48.4342299593633
1941,BAY ST,CATHERINE ST,BAY ST & CATHERINE ST,-123.384721165913,48.4309234614851
1942,BAY ST,CEDAR HILL RD,BAY ST & CEDAR HILL RD,-123.347627596009,48.4346628106258
1943,ACTON ST,CEDAR HILL RD,ACTON ST & CEDAR HILL RD,-123.345449169094,48.4389861612648
1944,BRIGHTON AVE,CHAMBERLAIN ST,BRIGHTON AVE & CHAMBERLAIN ST,-123.326883138334,48.4241892067349
1945,BALMORAL RD,CHAMBERS ST,BALMORAL RD & CHAMBERS ST,-123.35020877286,48.4280124116644
1946,CALEDONIA AVE,CHAMBERS ST,CALEDONIA AVE & CHAMBERS ST,-123.349934814514,48.4302803511618
1947,BAY ST,CHAMBERS ST,BAY ST & CHAMBERS ST,-123.34931470662,48.4348070383692
1948,CALEDONIA AVE,CHATHAM ST,CALEDONIA AVE & CHATHAM ST,-123.364523882381,48.4310951993686
1949,BRIDGE WAY,CHESTNUT ROW,BRIDGE WAY & CHESTNUT ROW,-123.363387122152,48.4138731532162
1950,BEGBIE ST,CHESTNUT ST,BEGBIE ST & CHESTNUT ST,-123.333597699479,48.4302641678964
1951,BEACON HILL LOOP,CIRCLE DR,BEACON HILL LOOP & CIRCLE DR,-123.365449391575,48.4126606414033
1952,CHESTNUT ROW,CIRCLE DR,CHESTNUT ROW & CIRCLE DR,-123.364097741357,48.4122525977122
1953,CAMAS CIR,CIRCLE DR,CAMAS CIR & CIRCLE DR,-123.362070271374,48.4112315158955
1954,BRIGHTON AVE,CLARE ST,BRIGHTON AVE & CLARE ST,-123.328051982769,48.4241898926906
1955,ARNOLD AVE,CLIFFORD ST,ARNOLD AVE & CLIFFORD ST,-123.341175485119,48.4136466557027
1956,BELMONT AVE,COLDHARBOUR RD,BELMONT AVE & COLDHARBOUR RD,-123.3382724033,48.4269892215388
1957,BASTION SQ,COMMERCIAL ALLEY,BASTION SQ & COMMERCIAL ALLEY,-123.369532705227,48.4258855373566
1958,ALDERMAN RD,CONNAUGHT RD,ALDERMAN RD & CONNAUGHT RD,-123.391276085376,48.4380314907496
1959,CHAPMAN ST,COOK ST,CHAPMAN ST & COOK ST,-123.357126004276,48.4131610689237
1960,COLLINSON ST,COOK ST,COLLINSON ST & COOK ST,-123.355164733244,48.4188222246157
1961,BURDETT AVE,COOK ST,BURDETT AVE & COOK ST,-123.354564775876,48.4212632023306
1962,BALMORAL RD,COOK ST,BALMORAL RD & COOK ST,-123.35311757001,48.4285515940064
1963,CALEDONIA AVE,COOK ST,CALEDONIA AVE & COOK ST,-123.352867152439,48.4304675851165
1964,BAY ST,COOK ST,BAY ST & COOK ST,-123.352269268203,48.4349761843036
1965,BASIL AVE,COOK ST,BASIL AVE & COOK ST,-123.350805006032,48.4412774115359
1966,CENTENNIAL SQ,CORMORANT ST,CENTENNIAL SQ & CORMORANT ST,-123.364430581343,48.4285729610364
1967,BLANSHARD ST,CORMORANT ST,BLANSHARD ST & CORMORANT ST,-123.361897043817,48.4286130774878
1968,AMELIA ST,CORMORANT ST,AMELIA ST & CORMORANT ST,-123.360310332317,48.4286181268804
1969,CARNSEW ST,CORNWALL ST,CARNSEW ST & CORNWALL ST,-123.349352536779,48.4171524748336
1970,BASTION SQ,COURT ALLEY,BASTION SQ & COURT ALLEY,-123.369171657032,48.4258324865185
1971,CHANCERY LANE,COURT ALLEY,CHANCERY LANE & COURT ALLEY,-123.369086663065,48.4261969729275
1972,BLANSHARD ST,COURTNEY ST,BLANSHARD ST & COURTNEY ST,-123.362907758132,48.422666924132
1973,BRIGHTON AVE,COWICHAN ST,BRIGHTON AVE & COWICHAN ST,-123.325002710629,48.4241863595669
1974,ARM ST,CRAIGFLOWER RD,ARM ST & CRAIGFLOWER RD,-123.39399039807,48.4397991270193
1975,BURLEITH CRES,CRAIGFLOWER RD,BURLEITH CRES & CRAIGFLOWER RD,-123.39288275315,48.4394014218375
1976,COVENTRY AVE,CRAIGFLOWER RD,COVENTRY AVE & CRAIGFLOWER RD,-123.391378779755,48.4388956854149
1977,ALDERMAN RD,CRAIGFLOWER RD,ALDERMAN RD & CRAIGFLOWER RD,-123.390750677378,48.4386829763462
1978,BELTON AVE,CRAIGFLOWER RD,BELTON AVE & CRAIGFLOWER RD,-123.389176163519,48.4376372994094
1979,BOYD ST,DALLAS RD,BOYD ST & DALLAS RD,-123.379835930231,48.4130822148748
1980,CAMAS CIR,DALLAS RD,CAMAS CIR & DALLAS RD,-123.361900595363,48.4085777661017
1981,COOK ST,DALLAS RD,COOK ST & DALLAS RD,-123.35783877818,48.4079417201851
1982,CAMBRIDGE ST,DALLAS RD,CAMBRIDGE ST & DALLAS RD,-123.355499123065,48.4076546389225
1983,CLOVER POINT,DALLAS RD,CLOVER POINT & DALLAS RD,-123.349566614123,48.4059094613848
1984,BUSHBY ST,DALLAS RD,BUSHBY ST & DALLAS RD,-123.348882220745,48.4066021390946
1985,BRIDGE ST,DAVID ST,BRIDGE ST & DAVID ST,-123.373642866829,48.4377692275858
1986,BRIGHTON AVE,DAVIE ST,BRIGHTON AVE & DAVIE ST,-123.325711622833,48.4241874359823
1987,CEDAR HILL RD,DELATRE ST,CEDAR HILL RD & DELATRE ST,-123.346429894768,48.4451484625144
1988,BURNSIDE RD E,DELTA ST,BURNSIDE RD E & DELTA ST,-123.375993614244,48.4452117798107
1989,BETA ST,DELTA ST,BETA ST & DELTA ST,-123.375289795921,48.4458607511699
1990,BELMONT AVE,DENMAN ST,BELMONT AVE & DENMAN ST,-123.339687973163,48.4326853485446
1991,BLANSHARD ST,DISCOVERY ST,BLANSHARD ST & DISCOVERY ST,-123.362022054004,48.4319659371888
1992,DALLAS RD,DOCK ST,DALLAS RD & DOCK ST,-123.38385739051,48.4153007367928
1993,BELTON AVE,DOMINION RD,BELTON AVE & DOMINION RD,-123.393861073313,48.436608839684
1994,CONNAUGHT RD,DOMINION RD,CONNAUGHT RD & DOMINION RD,-123.393279314273,48.4387545874914
1995,CRAIGFLOWER RD,DOMINION RD,CRAIGFLOWER RD & DOMINION RD,-123.393076478936,48.4394693806399
1996,CLAWTHORPE AVE,DONCASTER DR,CLAWTHORPE AVE & DONCASTER DR,-123.341247018496,48.447616087024
1997,BURTON AVE,DONCASTER DR,BURTON AVE & DONCASTER DR,-123.340638070959,48.4468444968402
1998,ALBANY ST,DORIC ST,ALBANY ST & DORIC ST,-123.382890237251,48.4463014683464
1999,CARROLL ST,DORIC ST,CARROLL ST & DORIC ST,-123.382333258103,48.4461330451607
2000,ALPHA ST,DOUGLAS ST,ALPHA ST & DOUGLAS ST,-123.372065526266,48.4473141373389
2001,DALLAS RD,DOUGLAS ST,DALLAS RD & DOUGLAS ST,-123.369219850476,48.4087667876017
2002,BATTERY ST,DOUGLAS ST,BATTERY ST & DOUGLAS ST,-123.368932620921,48.4100804607376
2003,BURNSIDE RD E,DOUGLAS ST,BURNSIDE RD E & DOUGLAS ST,-123.3688591564,48.4418021849314
2004,BEACON ST,DOUGLAS ST,BEACON ST & DOUGLAS ST,-123.368339615356,48.4115603179669
2005,CIRCLE DR,DOUGLAS ST,CIRCLE DR & DOUGLAS ST,-123.368429071683,48.4113314325977
2006,CIRCLE DR,DOUGLAS ST,CIRCLE DR & DOUGLAS ST,-123.367828750668,48.4124475570506
2007,AVALON RD,DOUGLAS ST,AVALON RD & DOUGLAS ST,-123.36651856885,48.4146221913635
2008,BELLEVILLE ST,DOUGLAS ST,BELLEVILLE ST & DOUGLAS ST,-123.366330803876,48.420229642028
2009,BURDETT AVE,DOUGLAS ST,BURDETT AVE & DOUGLAS ST,-123.36602168982,48.4222129914226
2010,COURTNEY ST,DOUGLAS ST,COURTNEY ST & DOUGLAS ST,-123.365724721388,48.42313082105
2011,BLANSHARD ST,DOUGLAS ST,BLANSHARD ST & DOUGLAS ST,-123.365660434456,48.4187094844079
2012,BROUGHTON ST,DOUGLAS ST,BROUGHTON ST & DOUGLAS ST,-123.365528273025,48.4238788280497
2013,BAY ST,DOUGLAS ST,BAY ST & DOUGLAS ST,-123.365468374337,48.4357024497828
2014,DISCOVERY ST,DOUGLAS ST,DISCOVERY ST & DOUGLAS ST,-123.364557046048,48.4319355479512
2015,CALEDONIA AVE,DOUGLAS ST,CALEDONIA AVE & DOUGLAS ST,-123.364523882381,48.4310951993686
2016,CENTENNIAL SQ,DOUGLAS ST,CENTENNIAL SQ & DOUGLAS ST,-123.364430581343,48.4285729610364
2017,BAY ST,DOWLER PL,BAY ST & DOWLER PL,-123.36095190157,48.4354547940936
2018,CATHERINE ST,DUNDAS ST,CATHERINE ST & DUNDAS ST,-123.384727501928,48.4312636110854
2019,BURNSIDE RD E,DUNEDIN ST,BURNSIDE RD E & DUNEDIN ST,-123.369231746485,48.4419565543362
2020,BOYD ST,DUNELM WYNDE,BOYD ST & DUNELM WYNDE,-123.379155308225,48.4137196839439
2021,CARNSEW ST,DURBAN ST,CARNSEW ST & DURBAN ST,-123.345225772287,48.4167446146702
2022,EARLE PL,EARLE ST,EARLE PL & EARLE ST,-123.337259695763,48.4136486489412
2023,BUSHBY ST,EBERTS ST,BUSHBY ST & EBERTS ST,-123.346549413155,48.4089486676065
2024,DALLAS RD,EBERTS ST,DALLAS RD & EBERTS ST,-123.345762720734,48.4082889067805
2025,CEDAR HILL RD,EDGEWARE RD,CEDAR HILL RD & EDGEWARE RD,-123.346120064132,48.4425091043803
2026,DONCASTER DR,EDGEWARE RD,DONCASTER DR & EDGEWARE RD,-123.339424519431,48.4452999987483
2027,CATHERINE ST,EDWARD ST,CATHERINE ST & EDWARD ST,-123.384772877225,48.4337777325932
2028,ALSTON ST,EDWARD ST,ALSTON ST & EDWARD ST,-123.38331182262,48.4337727201011
2029,BEGBIE ST,ELFORD ST,BEGBIE ST & ELFORD ST,-123.34125617809,48.4275315989995
2030,BRIDGE ST,ELLICE ST,BRIDGE ST & ELLICE ST,-123.373244497121,48.4387447936744
2031,BAY ST,EMPIRE ST,BAY ST & EMPIRE ST,-123.350981086934,48.4349050068918
2032,COOK ST,EMPRESS AVE,COOK ST & EMPRESS AVE,-123.352341900992,48.4344462179433
2033,CHAMBERS ST,EMPRESS AVE,CHAMBERS ST & EMPRESS AVE,-123.349377776529,48.434287055017
2034,DALLAS RD,ERIE ST,DALLAS RD & ERIE ST,-123.384405245562,48.4220105765668
2035,DOMINION RD,ESQUIMALT RD,DOMINION RD & ESQUIMALT RD,-123.394261303262,48.4317517541071
2036,BARNARD AVE,ESQUIMALT RD,BARNARD AVE & ESQUIMALT RD,-123.392903936367,48.4312564157003
2037,BOWLSBY PL,ESQUIMALT RD,BOWLSBY PL & ESQUIMALT RD,-123.392679503856,48.4311877634152
2038,DALTON ST,ESQUIMALT RD,DALTON ST & ESQUIMALT RD,-123.391018237759,48.4308692017272
2039,CATHERINE ST,ESQUIMALT RD,CATHERINE ST & ESQUIMALT RD,-123.384710983519,48.4303850167207
2040,BURDETT AVE,FAIRFIELD RD,BURDETT AVE & FAIRFIELD RD,-123.364428150793,48.4219742534336
2041,BLANSHARD ST,FAIRFIELD RD,BLANSHARD ST & FAIRFIELD RD,-123.363074522651,48.4211517061409
2042,COOK ST,FAIRFIELD RD,COOK ST & FAIRFIELD RD,-123.355372970667,48.4180147414196
2043,CHESTER AVE,FAIRFIELD RD,CHESTER AVE & FAIRFIELD RD,-123.354107234899,48.417660246708
2044,CORNWALL ST,FAIRFIELD RD,CORNWALL ST & FAIRFIELD RD,-123.349679919408,48.4158162590363
2045,BRIAR PL,FAIRFIELD RD,BRIAR PL & FAIRFIELD RD,-123.347782845143,48.4147927870293
2046,FAIRCLIFF LANE,FAIRFIELD RD,FAIRCLIFF LANE & FAIRFIELD RD,-123.343998537892,48.4126784810217
2047,ARNOLD AVE,FAIRFIELD RD,ARNOLD AVE & FAIRFIELD RD,-123.341279254807,48.4119054648605
